pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_8	spneumoniae-pangenome	pseudosimplitigsAC	20	8	421.37	37.39	370.69	96%	35478224	17064	0	421.379759
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_9	spneumoniae-pangenome	pseudosimplitigsAC	20	9	418.59	24.14	383.13	97%	35479488	12168	0	418.601899
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_1	spneumoniae-pangenome	pseudosimplitigs	21	1	85.82	6.55	60.03	77%	1972076	6520	0	85.83338
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_10	spneumoniae-pangenome	pseudosimplitigs	21	10	13329.71	477.92	12631.54	98%	1973372	299408	0	13329.722516
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_11	spneumoniae-pangenome	pseudosimplitigs	21	11	25845.53	1015.03	24500.37	98%	1975516	1050624	0	25845.537315
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_12	spneumoniae-pangenome	pseudosimplitigs	21	12	63821.70	879.28	62484.29	99%	2433348	700832	0	63821.707973
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_2	spneumoniae-pangenome	pseudosimplitigs	21	2	74.72	1.21	57.60	78%	1975512	1664	0	74.72608
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_3	spneumoniae-pangenome	pseudosimplitigs	21	3	83.05	4.24	68.49	87%	1975504	2168	0	83.061302
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_4	spneumoniae-pangenome	pseudosimplitigs	21	4	109.14	8.10	74.90	76%	1971352	8072	0	109.152704
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_5	spneumoniae-pangenome	pseudosimplitigs	21	5	88.85	2.43	74.28	86%	1972192	24	0	88.862838
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_6	spneumoniae-pangenome	pseudosimplitigs	21	6	204.94	20.50	164.83	90%	1975516	25112	0	204.952478
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_7	spneumoniae-pangenome	pseudosimplitigs	21	7	418.04	21.76	375.20	94%	1970376	10920	0	418.045872
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_8	spneumoniae-pangenome	pseudosimplitigs	21	8	1290.38	74.99	1173.88	96%	1975496	40872	0	1290.388451
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_9	spneumoniae-pangenome	pseudosimplitigs	21	9	5003.96	275.90	4577.11	96%	1973032	226040	0	5003.974808
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_1	spneumoniae-pangenome	pseudosimplitigsAC	21	1	362.66	20.57	334.29	97%	38358012	0	0	362.671695
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_10	spneumoniae-pangenome	pseudosimplitigsAC	21	10	453.53	22.81	420.79	97%	38362740	0	0	453.54226
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_11	spneumoniae-pangenome	pseudosimplitigsAC	21	11	328.81	12.70	307.93	97%	38359124	0	0	328.819132
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_12	spneumoniae-pangenome	pseudosimplitigsAC	21	12	492.08	47.04	433.23	97%	38358136	8424	0	492.093963
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_2	spneumoniae-pangenome	pseudosimplitigsAC	21	2	338.17	13.78	315.59	97%	38357812	0	0	338.182197
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_3	spneumoniae-pangenome	pseudosimplitigsAC	21	3	316.50	13.99	295.00	97%	38357656	0	0	316.509841
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_4	spneumoniae-pangenome	pseudosimplitigsAC	21	4	346.81	16.49	321.77	97%	38357436	0	0	346.817116
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_5	spneumoniae-pangenome	pseudosimplitigsAC	21	5	610.95	76.73	516.67	97%	38355292	4480	0	610.955679
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_6	spneumoniae-pangenome	pseudosimplitigsAC	21	6	499.92	54.28	437.60	98%	38357268	0	0	499.925557
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_7	spneumoniae-pangenome	pseudosimplitigsAC	21	7	334.66	12.83	313.23	97%	38361940	0	0	334.670738
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_8	spneumoniae-pangenome	pseudosimplitigsAC	21	8	492.00	30.19	447.39	97%	38360168	4000	0	492.004561
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_9	spneumoniae-pangenome	pseudosimplitigsAC	21	9	347.83	16.67	323.25	97%	38357416	0	0	347.841829
yeast.S_pseudosimplitigs.k_2.d_1	yeast	pseudosimplitigs	2	1	0.79	0.02	0.46	62%	16192	0	0	0.79673
yeast.S_pseudosimplitigsAC.k_2.d_1	yeast	pseudosimplitigsAC	2	1	0.80	0.02	0.56	72%	16244	0	0	0.806834
yeast.S_pseudosimplitigs.k_3.d_1	yeast	pseudosimplitigs	3	1	1.16	0.03	0.74	66%	16236	0	0	1.170133
yeast.S_pseudosimplitigs.k_3.d_2	yeast	pseudosimplitigs	3	2	0.95	0.02	0.61	66%	16236	0	0	0.964053
yeast.S_pseudosimplitigsAC.k_3.d_1	yeast	pseudosimplitigsAC	3	1	0.83	0.01	0.58	71%	16244	0	0	0.841716
yeast.S_pseudosimplitigsAC.k_3.d_2	yeast	pseudosimplitigsAC	3	2	0.85	0.01	0.56	67%	16240	0	0	0.861581
yeast.S_pseudosimplitigs.k_4.d_1	yeast	pseudosimplitigs	4	1	0.74	0.02	0.54	76%	16300	0	0	0.745891
yeast.S_pseudosimplitigs.k_4.d_2	yeast	pseudosimplitigs	4	2	0.89	0.01	0.65	74%	16244	0	0	0.899743
yeast.S_pseudosimplitigs.k_4.d_3	yeast	pseudosimplitigs	4	3	5.31	2.60	0.79	63%	16232	14296	0	5.327207
yeast.S_pseudosimplitigsAC.k_4.d_1	yeast	pseudosimplitigsAC	4	1	0.92	0.01	0.69	76%	16284	1000	0	0.928897
yeast.S_pseudosimplitigsAC.k_4.d_2	yeast	pseudosimplitigsAC	4	2	0.98	0.00	0.76	79%	16300	0	0	0.987394
yeast.S_pseudosimplitigsAC.k_4.d_3	yeast	pseudosimplitigsAC	4	3	0.91	0.00	0.67	74%	16276	0	0	0.914881
yeast.S_pseudosimplitigs.k_5.d_1	yeast	pseudosimplitigs	5	1	1.07	0.02	0.76	73%	16236	0	0	1.076237
yeast.S_pseudosimplitigs.k_5.d_2	yeast	pseudosimplitigs	5	2	0.69	0.01	0.55	81%	16292	0	0	0.697957
yeast.S_pseudosimplitigs.k_5.d_3	yeast	pseudosimplitigs	5	3	1.03	0.01	0.73	71%	16200	0	0	1.053784
yeast.S_pseudosimplitigs.k_5.d_4	yeast	pseudosimplitigs	5	4	1.06	0.01	0.76	73%	16252	0	0	1.072064
yeast.S_pseudosimplitigsAC.k_5.d_1	yeast	pseudosimplitigsAC	5	1	0.81	0.02	0.64	81%	16196	0	0	0.81608
yeast.S_pseudosimplitigsAC.k_5.d_2	yeast	pseudosimplitigsAC	5	2	1.03	0.02	0.71	71%	16200	0	0	1.034563
yeast.S_pseudosimplitigsAC.k_5.d_3	yeast	pseudosimplitigsAC	5	3	0.90	0.00	0.67	75%	16196	0	0	0.908586
yeast.S_pseudosimplitigsAC.k_5.d_4	yeast	pseudosimplitigsAC	5	4	0.99	0.00	0.74	75%	16256	0	0	0.994806
yeast.S_pseudosimplitigs.k_6.d_1	yeast	pseudosimplitigs	6	1	1.00	0.01	0.79	80%	16300	0	0	1.013537
yeast.S_pseudosimplitigs.k_6.d_2	yeast	pseudosimplitigs	6	2	1.17	0.01	0.92	80%	16240	0	0	1.177481
yeast.S_pseudosimplitigs.k_6.d_3	yeast	pseudosimplitigs	6	3	0.80	0.00	0.64	81%	16300	0	0	0.804342
yeast.S_pseudosimplitigs.k_6.d_4	yeast	pseudosimplitigs	6	4	3.24	0.02	2.76	86%	16216	192	0	3.249644
yeast.S_pseudosimplitigs.k_6.d_5	yeast	pseudosimplitigs	6	5	1.09	0.01	0.83	77%	16252	0	0	1.095792
yeast.S_pseudosimplitigsAC.k_6.d_1	yeast	pseudosimplitigsAC	6	1	1.17	0.01	0.90	78%	17888	0	0	1.175587
yeast.S_pseudosimplitigsAC.k_6.d_2	yeast	pseudosimplitigsAC	6	2	1.00	0.02	0.76	78%	17876	0	0	1.006006
yeast.S_pseudosimplitigsAC.k_6.d_3	yeast	pseudosimplitigsAC	6	3	0.98	0.02	0.77	81%	17872	0	0	0.985997
yeast.S_pseudosimplitigsAC.k_6.d_4	yeast	pseudosimplitigsAC	6	4	1.14	0.01	0.88	78%	17888	0	0	1.154711
yeast.S_pseudosimplitigsAC.k_6.d_5	yeast	pseudosimplitigsAC	6	5	1.08	0.00	0.87	81%	17932	0	0	1.086278
yeast.S_pseudosimplitigs.k_7.d_1	yeast	pseudosimplitigs	7	1	18.64	8.12	3.73	63%	16256	16216	0	18.660385
yeast.S_pseudosimplitigs.k_7.d_2	yeast	pseudosimplitigs	7	2	2.35	0.02	2.02	87%	16544	0	0	2.358666
yeast.S_pseudosimplitigs.k_7.d_3	yeast	pseudosimplitigs	7	3	4.11	0.03	3.63	89%	16628	0	0	4.121491
yeast.S_pseudosimplitigs.k_7.d_4	yeast	pseudosimplitigs	7	4	2.53	0.00	2.24	88%	16544	0	0	2.541157
yeast.S_pseudosimplitigs.k_7.d_5	yeast	pseudosimplitigs	7	5	6.08	0.02	5.72	94%	16532	0	0	6.088574
yeast.S_pseudosimplitigs.k_7.d_6	yeast	pseudosimplitigs	7	6	1.53	0.01	1.17	77%	16536	0	0	1.536385
yeast.S_pseudosimplitigsAC.k_7.d_1	yeast	pseudosimplitigsAC	7	1	1.34	0.02	1.05	80%	27852	0	0	1.350294
yeast.S_pseudosimplitigsAC.k_7.d_2	yeast	pseudosimplitigsAC	7	2	1.49	0.02	1.23	84%	27904	0	0	1.498246
yeast.S_pseudosimplitigsAC.k_7.d_3	yeast	pseudosimplitigsAC	7	3	3.30	0.04	2.86	87%	28040	0	0	3.313859
yeast.S_pseudosimplitigsAC.k_7.d_4	yeast	pseudosimplitigsAC	7	4	1.52	0.04	1.24	83%	27908	0	0	1.532266
yeast.S_pseudosimplitigsAC.k_7.d_5	yeast	pseudosimplitigsAC	7	5	1.62	0.04	1.31	84%	27908	0	0	1.625013
yeast.S_pseudosimplitigsAC.k_7.d_6	yeast	pseudosimplitigsAC	7	6	1.02	0.00	0.84	82%	27876	224	0	1.029821
yeast.S_pseudosimplitigs.k_8.d_1	yeast	pseudosimplitigs	8	1	4.61	0.03	4.26	93%	22064	0	0	4.618099
yeast.S_pseudosimplitigs.k_8.d_2	yeast	pseudosimplitigs	8	2	6.78	0.01	6.37	94%	22120	0	0	6.787468
yeast.S_pseudosimplitigs.k_8.d_3	yeast	pseudosimplitigs	8	3	1.47	0.01	1.25	86%	22140	0	0	1.478516
yeast.S_pseudosimplitigs.k_8.d_4	yeast	pseudosimplitigs	8	4	1.49	0.01	1.31	89%	22140	0	0	1.495355
yeast.S_pseudosimplitigs.k_8.d_5	yeast	pseudosimplitigs	8	5	5.57	0.08	5.00	91%	22008	0	0	5.59045
yeast.S_pseudosimplitigs.k_8.d_6	yeast	pseudosimplitigs	8	6	3.21	0.02	2.94	92%	22076	0	0	3.220549
yeast.S_pseudosimplitigs.k_8.d_7	yeast	pseudosimplitigs	8	7	1.75	0.01	1.38	79%	22056	0	0	1.763746
yeast.S_pseudosimplitigsAC.k_8.d_1	yeast	pseudosimplitigsAC	8	1	2.99	0.06	2.64	90%	73868	0	0	3.002125
yeast.S_pseudosimplitigsAC.k_8.d_2	yeast	pseudosimplitigsAC	8	2	3.61	0.07	3.29	93%	74012	0	0	3.619353
yeast.S_pseudosimplitigsAC.k_8.d_3	yeast	pseudosimplitigsAC	8	3	3.94	0.07	3.48	90%	72888	2744	0	3.956983
yeast.S_pseudosimplitigsAC.k_8.d_4	yeast	pseudosimplitigsAC	8	4	3.67	0.05	3.34	92%	74020	0	0	3.68461
yeast.S_pseudosimplitigsAC.k_8.d_5	yeast	pseudosimplitigsAC	8	5	6.63	0.05	6.25	95%	73900	0	0	6.637162
yeast.S_pseudosimplitigsAC.k_8.d_6	yeast	pseudosimplitigsAC	8	6	5.49	0.06	5.08	93%	74056	0	0	5.501746
yeast.S_pseudosimplitigsAC.k_8.d_7	yeast	pseudosimplitigsAC	8	7	2.35	0.05	2.05	89%	74100	48	0	2.3598
yeast.S_pseudosimplitigs.k_9.d_1	yeast	pseudosimplitigs	9	1	5.63	0.06	5.26	94%	43496	0	0	5.636089
yeast.S_pseudosimplitigs.k_9.d_2	yeast	pseudosimplitigs	9	2	6.12	0.04	5.72	94%	43560	0	0	6.131601
yeast.S_pseudosimplitigs.k_9.d_3	yeast	pseudosimplitigs	9	3	6.07	0.05	5.66	94%	43460	0	0	6.079425
yeast.S_pseudosimplitigs.k_9.d_4	yeast	pseudosimplitigs	9	4	7.87	0.04	7.44	95%	43404	0	0	7.873511
yeast.S_pseudosimplitigs.k_9.d_5	yeast	pseudosimplitigs	9	5	5.54	0.06	5.24	95%	43516	0	0	5.547166
yeast.S_pseudosimplitigs.k_9.d_6	yeast	pseudosimplitigs	9	6	7.78	0.05	7.39	95%	43608	0	0	7.790876
yeast.S_pseudosimplitigs.k_9.d_7	yeast	pseudosimplitigs	9	7	4.21	0.02	3.93	93%	43524	0	0	4.221021
yeast.S_pseudosimplitigs.k_9.d_8	yeast	pseudosimplitigs	9	8	5.12	0.04	4.78	94%	43460	0	0	5.133058
yeast.S_pseudosimplitigsAC.k_9.d_1	yeast	pseudosimplitigsAC	9	1	11.86	0.28	11.20	96%	259060	0	0	11.874285
yeast.S_pseudosimplitigsAC.k_9.d_2	yeast	pseudosimplitigsAC	9	2	11.17	0.17	10.52	95%	259180	0	0	11.179983
yeast.S_pseudosimplitigsAC.k_9.d_3	yeast	pseudosimplitigsAC	9	3	7.96	0.14	7.55	96%	259292	0	0	7.968763
yeast.S_pseudosimplitigsAC.k_9.d_4	yeast	pseudosimplitigsAC	9	4	16.03	5.69	7.73	83%	256636	2672	0	16.043012
yeast.S_pseudosimplitigsAC.k_9.d_5	yeast	pseudosimplitigsAC	9	5	6.17	0.13	5.76	95%	259328	0	0	6.180214
yeast.S_pseudosimplitigsAC.k_9.d_6	yeast	pseudosimplitigsAC	9	6	6.06	0.17	5.66	96%	259396	808	0	6.072986
yeast.S_pseudosimplitigsAC.k_9.d_7	yeast	pseudosimplitigsAC	9	7	6.67	0.21	6.16	95%	259588	0	0	6.683918
yeast.S_pseudosimplitigsAC.k_9.d_8	yeast	pseudosimplitigsAC	9	8	6.34	0.22	5.76	94%	259736	0	0	6.346913
yeast.S_pseudosimplitigs.k_10.d_1	yeast	pseudosimplitigs	10	1	9.87	0.14	9.09	93%	127844	0	0	9.885755
yeast.S_pseudosimplitigs.k_10.d_2	yeast	pseudosimplitigs	10	2	12.31	0.21	11.42	94%	127852	0	0	12.324951
yeast.S_pseudosimplitigs.k_10.d_3	yeast	pseudosimplitigs	10	3	8.97	0.06	8.31	93%	127836	0	0	8.978539
yeast.S_pseudosimplitigs.k_10.d_4	yeast	pseudosimplitigs	10	4	10.30	0.14	9.40	92%	127972	0	0	10.315682
yeast.S_pseudosimplitigs.k_10.d_5	yeast	pseudosimplitigs	10	5	24.19	5.07	15.80	86%	127860	11864	0	24.204228
yeast.S_pseudosimplitigs.k_10.d_6	yeast	pseudosimplitigs	10	6	17.99	0.23	16.84	94%	127976	0	0	18.003924
yeast.S_pseudosimplitigs.k_10.d_7	yeast	pseudosimplitigs	10	7	9.13	0.07	8.49	93%	127900	0	0	9.142036
yeast.S_pseudosimplitigs.k_10.d_8	yeast	pseudosimplitigs	10	8	14.52	0.14	13.53	94%	127868	0	0	14.534072
yeast.S_pseudosimplitigs.k_10.d_9	yeast	pseudosimplitigs	10	9	12.36	0.10	11.63	94%	127776	0	0	12.371194
yeast.S_pseudosimplitigsAC.k_10.d_1	yeast	pseudosimplitigsAC	10	1	26.26	0.76	24.81	97%	1081124	0	0	26.274848
yeast.S_pseudosimplitigsAC.k_10.d_2	yeast	pseudosimplitigsAC	10	2	20.94	0.74	19.54	96%	1081212	0	0	20.949232
yeast.S_pseudosimplitigsAC.k_10.d_3	yeast	pseudosimplitigsAC	10	3	32.45	3.11	25.03	86%	1086188	2896	0	32.463387
yeast.S_pseudosimplitigsAC.k_10.d_4	yeast	pseudosimplitigsAC	10	4	18.98	0.53	17.78	96%	1087724	0	0	18.987354
yeast.S_pseudosimplitigsAC.k_10.d_5	yeast	pseudosimplitigsAC	10	5	20.21	0.60	18.90	96%	1087720	0	0	20.220505
yeast.S_pseudosimplitigsAC.k_10.d_6	yeast	pseudosimplitigsAC	10	6	21.30	0.67	19.85	96%	1092312	0	0	21.311932
yeast.S_pseudosimplitigsAC.k_10.d_7	yeast	pseudosimplitigsAC	10	7	28.23	0.88	26.61	97%	1097180	0	0	28.246114
yeast.S_pseudosimplitigsAC.k_10.d_8	yeast	pseudosimplitigsAC	10	8	26.27	0.72	24.91	97%	1098472	0	0	26.283544
yeast.S_pseudosimplitigsAC.k_10.d_9	yeast	pseudosimplitigsAC	10	9	17.75	0.52	16.61	96%	1105084	0	0	17.763914
yeast.S_pseudosimplitigs.k_11.d_1	yeast	pseudosimplitigs	11	1	16.63	0.15	14.50	88%	400424	0	0	16.643256
yeast.S_pseudosimplitigs.k_11.d_10	yeast	pseudosimplitigs	11	10	92.01	0.26	89.03	97%	400288	0	0	92.020377
yeast.S_pseudosimplitigs.k_11.d_2	yeast	pseudosimplitigs	11	2	25.88	0.38	23.34	91%	400348	0	0	25.896008
yeast.S_pseudosimplitigs.k_11.d_3	yeast	pseudosimplitigs	11	3	47.31	5.75	36.17	88%	398388	3480	0	47.319669
yeast.S_pseudosimplitigs.k_11.d_4	yeast	pseudosimplitigs	11	4	53.16	0.19	50.40	95%	400424	0	0	53.162792
yeast.S_pseudosimplitigs.k_11.d_5	yeast	pseudosimplitigs	11	5	66.75	0.27	64.15	96%	400372	0	0	66.756366
yeast.S_pseudosimplitigs.k_11.d_6	yeast	pseudosimplitigs	11	6	81.96	11.49	63.06	90%	398280	7744	0	81.973574
yeast.S_pseudosimplitigs.k_11.d_7	yeast	pseudosimplitigs	11	7	85.47	4.43	75.70	93%	400276	4168	0	85.483801
yeast.S_pseudosimplitigs.k_11.d_8	yeast	pseudosimplitigs	11	8	61.76	0.27	59.49	96%	400460	0	0	61.768478
yeast.S_pseudosimplitigs.k_11.d_9	yeast	pseudosimplitigs	11	9	70.61	0.21	68.04	96%	400424	0	0	70.619441
yeast.S_pseudosimplitigsAC.k_11.d_1	yeast	pseudosimplitigsAC	11	1	53.88	1.78	49.68	95%	4084852	0	0	53.887316
yeast.S_pseudosimplitigsAC.k_11.d_10	yeast	pseudosimplitigsAC	11	10	86.23	7.65	68.81	88%	4634104	10616	0	86.243613
yeast.S_pseudosimplitigsAC.k_11.d_2	yeast	pseudosimplitigsAC	11	2	66.89	6.60	56.44	94%	4083468	7152	0	66.899148
yeast.S_pseudosimplitigsAC.k_11.d_3	yeast	pseudosimplitigsAC	11	3	63.95	3.14	56.94	93%	4137652	8608	0	63.956214
yeast.S_pseudosimplitigsAC.k_11.d_4	yeast	pseudosimplitigsAC	11	4	79.51	7.79	67.68	94%	4137552	2584	0	79.521185
yeast.S_pseudosimplitigsAC.k_11.d_5	yeast	pseudosimplitigsAC	11	5	83.76	2.72	78.86	97%	4240660	0	0	83.769382
yeast.S_pseudosimplitigsAC.k_11.d_6	yeast	pseudosimplitigsAC	11	6	120.67	17.26	96.28	94%	4368768	9744	0	120.677792
yeast.S_pseudosimplitigsAC.k_11.d_7	yeast	pseudosimplitigsAC	11	7	87.53	6.39	75.75	93%	4374008	560	0	87.540058
yeast.S_pseudosimplitigsAC.k_11.d_8	yeast	pseudosimplitigsAC	11	8	112.14	6.51	100.77	95%	4634444	3240	0	112.16485
yeast.S_pseudosimplitigsAC.k_11.d_9	yeast	pseudosimplitigsAC	11	9	96.34	15.46	72.26	91%	4632924	22264	0	96.347342
yeast.S_pseudosimplitigs.k_12.d_1	yeast	pseudosimplitigs	12	1	65.47	6.10	48.10	82%	923252	2912	0	65.48751
yeast.S_pseudosimplitigs.k_12.d_10	yeast	pseudosimplitigs	12	10	201.62	14.47	167.79	90%	1026016	9544	0	201.633832
yeast.S_pseudosimplitigs.k_12.d_11	yeast	pseudosimplitigs	12	11	221.94	17.68	191.73	94%	1028848	8224	0	221.95684
yeast.S_pseudosimplitigs.k_12.d_2	yeast	pseudosimplitigs	12	2	38.85	0.42	32.81	85%	923280	0	0	38.86196
yeast.S_pseudosimplitigs.k_12.d_3	yeast	pseudosimplitigs	12	3	51.71	0.60	44.60	87%	923228	0	0	51.717542
yeast.S_pseudosimplitigs.k_12.d_4	yeast	pseudosimplitigs	12	4	66.83	7.18	49.63	85%	919568	4432	0	66.844118
yeast.S_pseudosimplitigs.k_12.d_5	yeast	pseudosimplitigs	12	5	86.29	11.27	64.09	87%	1025840	13440	0	86.302663
yeast.S_pseudosimplitigs.k_12.d_6	yeast	pseudosimplitigs	12	6	118.43	10.43	95.44	89%	1025216	6824	0	118.444559
yeast.S_pseudosimplitigs.k_12.d_7	yeast	pseudosimplitigs	12	7	96.81	6.47	73.70	82%	1027316	6640	0	96.819512
yeast.S_pseudosimplitigs.k_12.d_8	yeast	pseudosimplitigs	12	8	52.18	0.50	46.09	89%	1029032	0	0	52.192683
yeast.S_pseudosimplitigs.k_12.d_9	yeast	pseudosimplitigs	12	9	139.03	14.39	109.71	89%	1026200	9736	0	139.042115
yeast.S_pseudosimplitigsAC.k_12.d_1	yeast	pseudosimplitigsAC	12	1	283.25	38.40	221.24	91%	11141772	20264	0	283.267054
yeast.S_pseudosimplitigsAC.k_12.d_10	yeast	pseudosimplitigsAC	12	10	253.40	28.74	211.61	94%	13841520	16432	0	253.403665
yeast.S_pseudosimplitigsAC.k_12.d_11	yeast	pseudosimplitigsAC	12	11	271.73	27.50	228.80	94%	13841544	17416	0	271.741164
yeast.S_pseudosimplitigsAC.k_12.d_2	yeast	pseudosimplitigsAC	12	2	308.50	38.17	249.66	93%	11129576	16976	0	308.505964
yeast.S_pseudosimplitigsAC.k_12.d_3	yeast	pseudosimplitigsAC	12	3	236.99	42.11	165.27	87%	11188920	21240	0	237.001
yeast.S_pseudosimplitigsAC.k_12.d_4	yeast	pseudosimplitigsAC	12	4	266.36	32.51	216.54	93%	11849276	23016	0	266.371627
yeast.S_pseudosimplitigsAC.k_12.d_5	yeast	pseudosimplitigsAC	12	5	350.29	27.25	308.77	95%	12252124	15200	0	350.302312
yeast.S_pseudosimplitigsAC.k_12.d_6	yeast	pseudosimplitigsAC	12	6	314.15	32.91	258.05	92%	12595500	13896	0	314.161913
yeast.S_pseudosimplitigsAC.k_12.d_7	yeast	pseudosimplitigsAC	12	7	333.82	37.07	282.09	95%	13839752	13280	0	333.830739
yeast.S_pseudosimplitigsAC.k_12.d_8	yeast	pseudosimplitigsAC	12	8	254.58	17.36	227.98	96%	13841012	2936	0	254.590028
yeast.S_pseudosimplitigsAC.k_12.d_9	yeast	pseudosimplitigsAC	12	9	324.28	34.71	269.12	93%	13840940	17632	0	324.285114
yeast.S_pseudosimplitigs.k_13.d_1	yeast	pseudosimplitigs	13	1	86.12	8.10	59.57	78%	1291764	1888	0	86.131844
yeast.S_pseudosimplitigs.k_13.d_10	yeast	pseudosimplitigs	13	10	4783.80	176.66	4479.64	97%	1505264	132608	0	4783.808968
yeast.S_pseudosimplitigs.k_13.d_11	yeast	pseudosimplitigs	13	11	4453.82	218.52	4085.25	96%	1505236	167384	0	4453.837837
yeast.S_pseudosimplitigs.k_13.d_12	yeast	pseudosimplitigs	13	12	4433.28	168.17	4140.85	97%	1505208	107264	0	4433.290433
yeast.S_pseudosimplitigs.k_13.d_2	yeast	pseudosimplitigs	13	2	78.89	1.39	60.80	78%	1293824	0	0	78.896303
yeast.S_pseudosimplitigs.k_13.d_3	yeast	pseudosimplitigs	13	3	65.10	1.09	53.24	83%	1293792	0	0	65.112186
yeast.S_pseudosimplitigs.k_13.d_4	yeast	pseudosimplitigs	13	4	191.69	17.22	154.23	89%	1293792	10264	0	191.705248
yeast.S_pseudosimplitigs.k_13.d_5	yeast	pseudosimplitigs	13	5	2065.04	73.95	1923.06	96%	1505348	49160	0	2065.046406
yeast.S_pseudosimplitigs.k_13.d_6	yeast	pseudosimplitigs	13	6	4099.02	158.02	3824.17	97%	1505264	108096	0	4099.032249
yeast.S_pseudosimplitigs.k_13.d_7	yeast	pseudosimplitigs	13	7	2383.11	133.76	2139.24	95%	1505496	115792	0	2383.1244
yeast.S_pseudosimplitigs.k_13.d_8	yeast	pseudosimplitigs	13	8	3901.98	161.83	3618.36	96%	1505320	134712	0	3901.986623
yeast.S_pseudosimplitigs.k_13.d_9	yeast	pseudosimplitigs	13	9	2593.55	118.39	2383.96	96%	1505456	119184	0	2593.561423
yeast.S_pseudosimplitigsAC.k_13.d_1	yeast	pseudosimplitigsAC	13	1	495.13	43.91	417.63	93%	20270592	8784	0	495.140229
yeast.S_pseudosimplitigsAC.k_13.d_10	yeast	pseudosimplitigsAC	13	10	722.49	83.87	605.09	95%	25750424	47864	0	722.502793
yeast.S_pseudosimplitigsAC.k_13.d_11	yeast	pseudosimplitigsAC	13	11	575.99	51.66	501.07	95%	25750404	29576	0	576.000328
yeast.S_pseudosimplitigsAC.k_13.d_12	yeast	pseudosimplitigsAC	13	12	1020.64	69.98	924.37	97%	25748824	22200	0	1020.648527
yeast.S_pseudosimplitigsAC.k_13.d_2	yeast	pseudosimplitigsAC	13	2	358.50	32.64	307.12	94%	20250704	12488	0	358.507682
yeast.S_pseudosimplitigsAC.k_13.d_3	yeast	pseudosimplitigsAC	13	3	386.58	33.97	328.42	93%	20249940	22104	0	386.586738
yeast.S_pseudosimplitigsAC.k_13.d_4	yeast	pseudosimplitigsAC	13	4	658.65	87.39	529.80	93%	20608816	25088	0	658.663733
yeast.S_pseudosimplitigsAC.k_13.d_5	yeast	pseudosimplitigsAC	13	5	835.12	67.95	739.55	96%	20741372	20072	0	835.128406
yeast.S_pseudosimplitigsAC.k_13.d_6	yeast	pseudosimplitigsAC	13	6	637.37	61.22	549.45	95%	23793204	39064	0	637.379346
yeast.S_pseudosimplitigsAC.k_13.d_7	yeast	pseudosimplitigsAC	13	7	753.49	89.14	630.21	95%	25478844	43440	0	753.502556
yeast.S_pseudosimplitigsAC.k_13.d_8	yeast	pseudosimplitigsAC	13	8	682.79	68.74	591.32	96%	25750336	14784	0	682.796556
yeast.S_pseudosimplitigsAC.k_13.d_9	yeast	pseudosimplitigsAC	13	9	658.27	84.23	534.62	94%	25750668	47672	0	658.280004
yeast.S_pseudosimplitigs.k_14.d_1	yeast	pseudosimplitigs	14	1	68.37	0.76	55.39	82%	1730516	0	0	68.380806
yeast.S_pseudosimplitigs.k_14.d_10	yeast	pseudosimplitigs	14	10	571.50	19.57	529.93	96%	2434564	14976	0	571.513485
yeast.S_pseudosimplitigs.k_14.d_11	yeast	pseudosimplitigs	14	11	976.05	49.13	884.89	95%	2434516	23152	0	976.060136
yeast.S_pseudosimplitigs.k_14.d_12	yeast	pseudosimplitigs	14	12	2846.85	93.11	2669.50	97%	2434536	36896	0	2846.856926
yeast.S_pseudosimplitigs.k_14.d_2	yeast	pseudosimplitigs	14	2	79.46	1.66	62.82	81%	1730480	0	0	79.477867
