pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4	spneumoniae-pangenome	pseudosimplitigs	14	4	61.42	7.77	39.20	76%	1190232	20056	0	61.43579
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5	spneumoniae-pangenome	pseudosimplitigs	14	5	75.48	1.32	52.11	70%	1246680	0	0	75.489166
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_1	spneumoniae-pangenome	pseudosimplitigsAC	14	1	236.12	24.44	192.40	91%	17317876	42528	0	236.132683
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_2	spneumoniae-pangenome	pseudosimplitigsAC	14	2	237.79	25.91	201.16	95%	17309756	25336	0	237.799914
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_3	spneumoniae-pangenome	pseudosimplitigsAC	14	3	265.26	34.63	206.59	90%	17309108	38528	0	265.268884
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_4	spneumoniae-pangenome	pseudosimplitigsAC	14	4	292.97	41.51	229.17	92%	17302328	58552	0	292.980036
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_5	spneumoniae-pangenome	pseudosimplitigsAC	14	5	296.48	28.40	253.13	94%	17308256	15592	0	296.492098
spneumoniae-pangenome.S_streaming.k_14.d_na	spneumoniae-pangenome	streaming	14	na	11.00	0.16	10.36	95%	330792	0	0	11.008185
spneumoniae-pangenome.S_greedy.k_15.d_na	spneumoniae-pangenome	greedy	15	na	50.59	2.34	38.56	80%	1962300	6328	0	50.603604
spneumoniae-pangenome.S_greedyAC.k_15.d_na	spneumoniae-pangenome	greedyAC	15	na	218.16	30.74	164.05	89%	12233564	46112	0	218.163746
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1	spneumoniae-pangenome	pseudosimplitigs	15	1	49.14	3.34	37.05	82%	1270652	7152	0	49.151636
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2	spneumoniae-pangenome	pseudosimplitigs	15	2	56.08	5.29	40.22	81%	1269012	4312	0	56.088969
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3	spneumoniae-pangenome	pseudosimplitigs	15	3	53.68	3.88	40.65	82%	1266176	1960	0	53.692867
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4	spneumoniae-pangenome	pseudosimplitigs	15	4	63.15	7.56	46.57	85%	1270640	28192	0	63.163831
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5	spneumoniae-pangenome	pseudosimplitigs	15	5	55.55	0.55	48.66	88%	1270656	0	0	55.561065
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_1	spneumoniae-pangenome	pseudosimplitigsAC	15	1	333.18	45.89	261.37	92%	20535492	41328	0	333.190096
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_2	spneumoniae-pangenome	pseudosimplitigsAC	15	2	306.41	33.31	252.54	93%	20531816	39744	0	306.422888
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_3	spneumoniae-pangenome	pseudosimplitigsAC	15	3	292.98	38.00	230.09	91%	20527804	35112	0	292.990934
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_4	spneumoniae-pangenome	pseudosimplitigsAC	15	4	274.99	25.01	232.90	93%	20524336	38184	0	274.994659
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_5	spneumoniae-pangenome	pseudosimplitigsAC	15	5	297.78	35.75	239.65	92%	20533404	42256	0	297.787544
spneumoniae-pangenome.S_streaming.k_15.d_na	spneumoniae-pangenome	streaming	15	na	11.21	0.17	10.84	98%	330676	0	0	11.215331
spneumoniae-pangenome.S_greedy.k_16.d_na	spneumoniae-pangenome	greedy	16	na	65.55	13.71	37.23	77%	2050980	29792	0	65.560292
spneumoniae-pangenome.S_greedyAC.k_16.d_na	spneumoniae-pangenome	greedyAC	16	na	189.59	13.61	161.31	92%	14912540	23360	0	189.594524
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1	spneumoniae-pangenome	pseudosimplitigs	16	1	75.13	11.40	49.49	81%	1794740	27584	0	75.146382
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2	spneumoniae-pangenome	pseudosimplitigs	16	2	60.69	4.40	45.17	81%	1797408	11272	0	60.700723
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3	spneumoniae-pangenome	pseudosimplitigs	16	3	68.86	5.86	50.93	82%	1794772	8936	0	68.86511
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4	spneumoniae-pangenome	pseudosimplitigs	16	4	77.39	16.45	48.16	83%	1793628	35752	0	77.395115
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_5	spneumoniae-pangenome	pseudosimplitigs	16	5	78.47	4.81	58.93	81%	1794856	10272	0	78.480743
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_1	spneumoniae-pangenome	pseudosimplitigsAC	16	1	280.71	21.57	244.73	94%	24082932	24464	0	280.719347
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_2	spneumoniae-pangenome	pseudosimplitigsAC	16	2	315.89	36.71	255.58	92%	24079828	44416	0	315.895949
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3	spneumoniae-pangenome	pseudosimplitigsAC	16	3	295.48	29.89	250.76	94%	24079408	16312	0	295.48347
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4	spneumoniae-pangenome	pseudosimplitigsAC	16	4	330.90	41.69	271.53	94%	24079988	38232	0	330.908243
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5	spneumoniae-pangenome	pseudosimplitigsAC	16	5	353.46	59.78	260.39	90%	24079796	114008	0	353.470138
spneumoniae-pangenome.S_streaming.k_16.d_na	spneumoniae-pangenome	streaming	16	na	11.48	0.23	11.18	99%	330816	0	0	11.486189
spneumoniae-pangenome.S_greedy.k_17.d_na	spneumoniae-pangenome	greedy	17	na	52.40	4.18	35.49	75%	2106176	9168	0	52.410255
spneumoniae-pangenome.S_greedyAC.k_17.d_na	spneumoniae-pangenome	greedyAC	17	na	210.00	15.93	181.15	93%	16869268	19960	0	210.005955
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1	spneumoniae-pangenome	pseudosimplitigs	17	1	57.52	1.43	46.37	83%	1841500	4472	0	57.526711
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2	spneumoniae-pangenome	pseudosimplitigs	17	2	68.89	4.14	51.68	81%	1836028	16736	0	68.899278
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3	spneumoniae-pangenome	pseudosimplitigs	17	3	67.91	5.71	51.02	83%	1837684	17920	0	67.921869
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4	spneumoniae-pangenome	pseudosimplitigs	17	4	59.35	3.85	45.90	83%	1838968	10560	0	59.362268
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5	spneumoniae-pangenome	pseudosimplitigs	17	5	87.96	7.46	64.86	82%	1837428	19120	0	87.974147
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1	spneumoniae-pangenome	pseudosimplitigsAC	17	1	279.48	19.54	246.88	95%	26769800	17752	0	279.489962
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2	spneumoniae-pangenome	pseudosimplitigsAC	17	2	409.62	49.04	337.28	94%	26767196	30880	0	409.625602
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3	spneumoniae-pangenome	pseudosimplitigsAC	17	3	357.13	29.64	309.78	95%	26770352	35512	0	357.140305
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4	spneumoniae-pangenome	pseudosimplitigsAC	17	4	379.09	44.58	309.16	93%	26765800	25624	0	379.097216
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5	spneumoniae-pangenome	pseudosimplitigsAC	17	5	392.76	63.97	309.59	95%	26766180	36040	0	392.770123
spneumoniae-pangenome.S_streaming.k_17.d_na	spneumoniae-pangenome	streaming	17	na	19.02	3.01	13.62	87%	328408	18368	0	19.030816
spneumoniae-pangenome.S_greedy.k_18.d_na	spneumoniae-pangenome	greedy	18	na	45.36	1.85	36.09	83%	2152188	1088	0	45.37367
spneumoniae-pangenome.S_greedyAC.k_18.d_na	spneumoniae-pangenome	greedyAC	18	na	286.59	43.09	219.96	91%	18794536	31512	0	286.602977
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1	spneumoniae-pangenome	pseudosimplitigs	18	1	71.61	4.24	43.23	66%	1878120	7208	0	71.616366
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2	spneumoniae-pangenome	pseudosimplitigs	18	2	72.25	7.54	51.85	82%	1874036	9640	0	72.255362
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3	spneumoniae-pangenome	pseudosimplitigs	18	3	77.61	10.85	52.46	81%	1874264	10552	0	77.613178
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4	spneumoniae-pangenome	pseudosimplitigs	18	4	62.36	3.78	49.82	85%	1878124	8456	0	62.371785
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5	spneumoniae-pangenome	pseudosimplitigs	18	5	102.30	18.59	64.32	81%	1874268	45536	0	102.307824
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1	spneumoniae-pangenome	pseudosimplitigsAC	18	1	465.65	84.84	356.15	94%	29924540	35704	0	465.6555
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2	spneumoniae-pangenome	pseudosimplitigsAC	18	2	363.85	38.78	302.53	93%	29925552	41616	0	363.857441
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3	spneumoniae-pangenome	pseudosimplitigsAC	18	3	404.15	51.89	326.08	93%	29923200	34192	0	404.158006
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4	spneumoniae-pangenome	pseudosimplitigsAC	18	4	305.58	27.56	269.56	97%	29922776	26336	0	305.593279
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5	spneumoniae-pangenome	pseudosimplitigsAC	18	5	394.64	57.46	311.88	93%	29926772	56640	0	394.648314
spneumoniae-pangenome.S_streaming.k_18.d_na	spneumoniae-pangenome	streaming	18	na	13.95	0.23	13.69	99%	330916	0	0	13.959483
spneumoniae-pangenome.S_greedy.k_19.d_na	spneumoniae-pangenome	greedy	19	na	48.89	3.57	36.50	81%	2193600	13040	0	48.902211
spneumoniae-pangenome.S_greedyAC.k_19.d_na	spneumoniae-pangenome	greedyAC	19	na	256.71	30.82	207.03	92%	20780344	36112	0	256.715296
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1	spneumoniae-pangenome	pseudosimplitigs	19	1	62.87	4.84	47.68	83%	1912284	11952	0	62.879759
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_2	spneumoniae-pangenome	pseudosimplitigs	19	2	79.82	14.99	49.85	81%	1906188	30328	0	79.830865
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_3	spneumoniae-pangenome	pseudosimplitigs	19	3	76.40	6.12	55.45	80%	1907964	5720	0	76.407426
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_4	spneumoniae-pangenome	pseudosimplitigs	19	4	78.74	13.83	53.00	84%	1912272	43104	0	78.747333
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_5	spneumoniae-pangenome	pseudosimplitigs	19	5	86.09	9.20	62.19	82%	1912248	17208	0	86.095731
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome	pseudosimplitigsAC	19	1	430.93	51.98	363.31	96%	32674596	20896	0	430.942797
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome	pseudosimplitigsAC	19	2	412.92	70.84	310.06	92%	32670692	132096	0	412.931528
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome	pseudosimplitigsAC	19	3	463.57	62.80	375.61	94%	32674564	30720	0	463.577823
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome	pseudosimplitigsAC	19	4	352.51	48.95	275.28	91%	32670516	108568	0	352.520982
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome	pseudosimplitigsAC	19	5	390.66	45.58	334.38	97%	32671844	20112	0	390.665175
spneumoniae-pangenome.S_streaming.k_19.d_na	spneumoniae-pangenome	streaming	19	na	14.32	0.35	12.57	90%	331592	4856	0	14.335014
spneumoniae-pangenome.S_greedy.k_20.d_na	spneumoniae-pangenome	greedy	20	na	44.51	0.88	37.45	86%	2230968	0	0	44.519128
spneumoniae-pangenome.S_greedyAC.k_20.d_na	spneumoniae-pangenome	greedyAC	20	na	292.33	35.01	238.84	93%	22811928	48040	0	292.335271
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome	pseudosimplitigs	20	1	71.29	10.17	47.97	81%	1938952	30640	0	71.29974
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome	pseudosimplitigs	20	2	76.18	6.78	56.81	83%	1939236	18368	0	76.193287
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome	pseudosimplitigs	20	3	68.45	3.46	52.62	81%	1939304	11080	0	68.461232
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome	pseudosimplitigs	20	4	74.45	3.90	51.45	74%	1939744	14104	0	74.456278
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome	pseudosimplitigs	20	5	108.05	16.76	62.80	73%	1938952	42552	0	108.062321
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_1	spneumoniae-pangenome	pseudosimplitigsAC	20	1	493.37	68.36	404.94	95%	35481736	17688	0	493.375455
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_2	spneumoniae-pangenome	pseudosimplitigsAC	20	2	409.74	59.85	324.68	93%	35473988	99632	0	409.747204
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_3	spneumoniae-pangenome	pseudosimplitigsAC	20	3	430.77	48.37	357.44	94%	35475308	35112	0	430.782964
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_4	spneumoniae-pangenome	pseudosimplitigsAC	20	4	450.45	78.63	344.84	94%	35471640	113808	0	450.457257
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_5	spneumoniae-pangenome	pseudosimplitigsAC	20	5	483.36	81.45	362.83	91%	35473884	110904	0	483.372925
spneumoniae-pangenome.S_streaming.k_20.d_na	spneumoniae-pangenome	streaming	20	na	16.18	1.67	12.38	86%	337748	8264	0	16.18704
spneumoniae-pangenome.S_greedy.k_21.d_na	spneumoniae-pangenome	greedy	21	na	67.56	11.03	46.41	85%	2266012	19504	0	67.570013
spneumoniae-pangenome.S_greedyAC.k_21.d_na	spneumoniae-pangenome	greedyAC	21	na	318.10	43.21	250.82	92%	27100760	49144	0	318.112626
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_1	spneumoniae-pangenome	pseudosimplitigs	21	1	96.61	14.63	62.31	79%	1971828	39920	0	96.619761
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_2	spneumoniae-pangenome	pseudosimplitigs	21	2	62.86	1.38	51.07	83%	1975536	1760	0	62.869786
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_3	spneumoniae-pangenome	pseudosimplitigs	21	3	84.82	10.16	54.66	76%	1972168	26848	0	84.833014
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_4	spneumoniae-pangenome	pseudosimplitigs	21	4	73.88	5.94	55.79	83%	1975540	4128	0	73.89373
spneumoniae-pangenome.S_pseudosimplitigs.k_21.d_5	spneumoniae-pangenome	pseudosimplitigs	21	5	123.30	12.62	83.19	77%	1972208	30432	0	123.306574
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_1	spneumoniae-pangenome	pseudosimplitigsAC	21	1	315.94	14.41	293.94	97%	38358088	0	0	315.950463
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_2	spneumoniae-pangenome	pseudosimplitigsAC	21	2	413.05	44.92	354.70	96%	38355372	67816	0	413.056953
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_3	spneumoniae-pangenome	pseudosimplitigsAC	21	3	305.28	11.66	285.99	97%	38357732	0	0	305.285459
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_4	spneumoniae-pangenome	pseudosimplitigsAC	21	4	421.79	49.18	359.16	96%	38354668	67864	0	421.796677
spneumoniae-pangenome.S_pseudosimplitigsAC.k_21.d_5	spneumoniae-pangenome	pseudosimplitigsAC	21	5	305.43	10.98	287.08	97%	38357416	0	0	305.434717
spneumoniae-pangenome.S_streaming.k_21.d_na	spneumoniae-pangenome	streaming	21	na	11.47	0.17	11.15	98%	344832	0	0	11.476749
yeast.S_greedy.k_2.d_na	yeast	greedy	2	na	0.46	0.00	0.29	65%	6868	0	0	0.471373
yeast.S_greedyAC.k_2.d_na	yeast	greedyAC	2	na	0.66	0.01	0.52	80%	16288	0	0	0.672002
yeast.S_pseudosimplitigs.k_2.d_1	yeast	pseudosimplitigs	2	1	0.44	0.01	0.31	72%	16328	0	0	0.453947
yeast.S_pseudosimplitigs.k_2.d_2	yeast	pseudosimplitigs	2	2	0.65	0.00	0.43	66%	16236	0	0	0.663692
yeast.S_pseudosimplitigs.k_2.d_3	yeast	pseudosimplitigs	2	3	0.56	0.01	0.35	66%	16260	0	0	0.564201
yeast.S_pseudosimplitigs.k_2.d_4	yeast	pseudosimplitigs	2	4	0.48	0.01	0.31	67%	16260	0	0	0.491234
yeast.S_pseudosimplitigs.k_2.d_5	yeast	pseudosimplitigs	2	5	0.47	0.00	0.31	67%	16284	0	0	0.479982
yeast.S_pseudosimplitigsAC.k_2.d_1	yeast	pseudosimplitigsAC	2	1	0.68	0.01	0.52	79%	16264	0	0	0.684307
yeast.S_pseudosimplitigsAC.k_2.d_2	yeast	pseudosimplitigsAC	2	2	0.46	0.02	0.32	73%	16272	0	0	0.46803
yeast.S_pseudosimplitigsAC.k_2.d_3	yeast	pseudosimplitigsAC	2	3	0.50	0.01	0.36	73%	16280	0	0	0.512534
yeast.S_pseudosimplitigsAC.k_2.d_4	yeast	pseudosimplitigsAC	2	4	0.51	0.00	0.37	72%	16244	1064	0	0.523188
yeast.S_pseudosimplitigsAC.k_2.d_5	yeast	pseudosimplitigsAC	2	5	0.53	0.00	0.33	62%	16268	0	0	0.539019
yeast.S_streaming.k_2.d_na	yeast	streaming	2	na	0.92	0.00	0.74	79%	5052	0	0	0.930502
yeast.S_greedy.k_3.d_na	yeast	greedy	3	na	0.43	0.01	0.26	63%	6868	0	0	0.440394
yeast.S_greedyAC.k_3.d_na	yeast	greedyAC	3	na	0.51	0.01	0.36	71%	16256	0	0	0.520887
yeast.S_pseudosimplitigs.k_3.d_1	yeast	pseudosimplitigs	3	1	0.50	0.00	0.34	68%	16288	0	0	0.509853
yeast.S_pseudosimplitigs.k_3.d_2	yeast	pseudosimplitigs	3	2	0.48	0.01	0.33	71%	16328	0	0	0.489938
yeast.S_pseudosimplitigs.k_3.d_3	yeast	pseudosimplitigs	3	3	0.47	0.00	0.34	74%	16264	0	0	0.480949
yeast.S_pseudosimplitigs.k_3.d_4	yeast	pseudosimplitigs	3	4	0.62	0.00	0.48	78%	16244	0	0	0.626021
yeast.S_pseudosimplitigs.k_3.d_5	yeast	pseudosimplitigs	3	5	0.47	0.01	0.33	72%	16256	0	0	0.483645
yeast.S_pseudosimplitigsAC.k_3.d_1	yeast	pseudosimplitigsAC	3	1	0.54	0.02	0.33	65%	15184	8416	0	0.560091
yeast.S_pseudosimplitigsAC.k_3.d_2	yeast	pseudosimplitigsAC	3	2	0.53	0.00	0.38	73%	16264	0	0	0.538822
yeast.S_pseudosimplitigsAC.k_3.d_3	yeast	pseudosimplitigsAC	3	3	0.53	0.01	0.36	69%	16256	0	0	0.543731
yeast.S_pseudosimplitigsAC.k_3.d_4	yeast	pseudosimplitigsAC	3	4	0.57	0.02	0.38	70%	16256	0	0	0.57614
yeast.S_pseudosimplitigsAC.k_3.d_5	yeast	pseudosimplitigsAC	3	5	0.74	0.02	0.54	75%	16272	0	0	0.745672
yeast.S_streaming.k_3.d_na	yeast	streaming	3	na	0.84	0.01	0.67	81%	5048	0	0	0.853092
yeast.S_greedy.k_4.d_na	yeast	greedy	4	na	0.39	0.00	0.24	62%	6884	0	0	0.396917
yeast.S_greedyAC.k_4.d_na	yeast	greedyAC	4	na	0.62	0.01	0.44	74%	16236	0	0	0.624521
yeast.S_pseudosimplitigs.k_4.d_1	yeast	pseudosimplitigs	4	1	0.64	0.00	0.49	78%	16244	0	0	0.643739
yeast.S_pseudosimplitigs.k_4.d_2	yeast	pseudosimplitigs	4	2	0.59	0.00	0.44	76%	16276	0	0	0.596478
yeast.S_pseudosimplitigs.k_4.d_3	yeast	pseudosimplitigs	4	3	0.69	0.02	0.46	70%	16248	0	0	0.694767
yeast.S_pseudosimplitigs.k_4.d_4	yeast	pseudosimplitigs	4	4	0.59	0.02	0.43	75%	16268	0	0	0.600264
yeast.S_pseudosimplitigs.k_4.d_5	yeast	pseudosimplitigs	4	5	0.75	0.01	0.56	77%	16260	0	0	0.759193
yeast.S_pseudosimplitigsAC.k_4.d_1	yeast	pseudosimplitigsAC	4	1	0.62	0.00	0.44	72%	16244	0	0	0.624351
yeast.S_pseudosimplitigsAC.k_4.d_2	yeast	pseudosimplitigsAC	4	2	0.67	0.03	0.45	72%	16280	0	0	0.681564
yeast.S_pseudosimplitigsAC.k_4.d_3	yeast	pseudosimplitigsAC	4	3	0.58	0.00	0.45	79%	16264	0	0	0.585054
yeast.S_pseudosimplitigsAC.k_4.d_4	yeast	pseudosimplitigsAC	4	4	0.58	0.00	0.45	77%	16256	0	0	0.591477
yeast.S_pseudosimplitigsAC.k_4.d_5	yeast	pseudosimplitigsAC	4	5	0.65	0.01	0.48	75%	16252	0	0	0.664158
yeast.S_streaming.k_4.d_na	yeast	streaming	4	na	0.84	0.01	0.67	81%	5060	0	0	0.846369
yeast.S_greedy.k_5.d_na	yeast	greedy	5	na	0.57	0.01	0.41	73%	6876	0	0	0.5838
yeast.S_greedyAC.k_5.d_na	yeast	greedyAC	5	na	0.62	0.00	0.48	78%	16284	0	0	0.624612
yeast.S_pseudosimplitigs.k_5.d_1	yeast	pseudosimplitigs	5	1	0.91	0.00	0.73	80%	16288	0	0	0.919374
yeast.S_pseudosimplitigs.k_5.d_2	yeast	pseudosimplitigs	5	2	0.70	0.00	0.55	79%	16280	0	0	0.713807
yeast.S_pseudosimplitigs.k_5.d_3	yeast	pseudosimplitigs	5	3	0.66	0.01	0.53	81%	16328	0	0	0.67359
yeast.S_pseudosimplitigs.k_5.d_4	yeast	pseudosimplitigs	5	4	0.71	0.02	0.48	71%	16264	0	0	0.716266
yeast.S_pseudosimplitigs.k_5.d_5	yeast	pseudosimplitigs	5	5	0.65	0.00	0.50	78%	16328	0	0	0.656585
yeast.S_pseudosimplitigsAC.k_5.d_1	yeast	pseudosimplitigsAC	5	1	0.67	0.01	0.47	72%	16276	256	0	0.675775
yeast.S_pseudosimplitigsAC.k_5.d_2	yeast	pseudosimplitigsAC	5	2	0.74	0.01	0.48	67%	16232	520	0	0.744154
yeast.S_pseudosimplitigsAC.k_5.d_3	yeast	pseudosimplitigsAC	5	3	0.65	0.00	0.48	73%	16280	0	0	0.662173
yeast.S_pseudosimplitigsAC.k_5.d_4	yeast	pseudosimplitigsAC	5	4	0.73	0.01	0.57	80%	16292	0	0	0.738578
yeast.S_pseudosimplitigsAC.k_5.d_5	yeast	pseudosimplitigsAC	5	5	0.67	0.02	0.52	81%	16328	0	0	0.676301
yeast.S_streaming.k_5.d_na	yeast	streaming	5	na	1.00	0.00	0.82	83%	5036	0	0	1.006292
yeast.S_greedy.k_6.d_na	yeast	greedy	6	na	0.67	0.01	0.48	73%	6904	0	0	0.677847
yeast.S_greedyAC.k_6.d_na	yeast	greedyAC	6	na	0.69	0.01	0.54	80%	17092	0	0	0.696613
yeast.S_pseudosimplitigs.k_6.d_1	yeast	pseudosimplitigs	6	1	0.72	0.01	0.56	80%	16248	0	0	0.729468
yeast.S_pseudosimplitigs.k_6.d_2	yeast	pseudosimplitigs	6	2	0.64	0.01	0.48	78%	16328	0	0	0.648588
yeast.S_pseudosimplitigs.k_6.d_3	yeast	pseudosimplitigs	6	3	0.71	0.00	0.53	75%	16276	200	0	0.719243
yeast.S_pseudosimplitigs.k_6.d_4	yeast	pseudosimplitigs	6	4	0.71	0.01	0.55	79%	16292	0	0	0.722621
yeast.S_pseudosimplitigs.k_6.d_5	yeast	pseudosimplitigs	6	5	0.68	0.00	0.53	80%	16288	0	0	0.686636
yeast.S_pseudosimplitigsAC.k_6.d_1	yeast	pseudosimplitigsAC	6	1	0.73	0.01	0.55	78%	17960	0	0	0.739598
yeast.S_pseudosimplitigsAC.k_6.d_2	yeast	pseudosimplitigsAC	6	2	0.69	0.00	0.54	79%	17904	0	0	0.696339
yeast.S_pseudosimplitigsAC.k_6.d_3	yeast	pseudosimplitigsAC	6	3	0.67	0.01	0.51	79%	17912	0	0	0.673363
yeast.S_pseudosimplitigsAC.k_6.d_4	yeast	pseudosimplitigsAC	6	4	0.68	0.01	0.51	77%	17880	0	0	0.690661
yeast.S_pseudosimplitigsAC.k_6.d_5	yeast	pseudosimplitigsAC	6	5	0.69	0.00	0.55	81%	17920	0	0	0.701708
yeast.S_streaming.k_6.d_na	yeast	streaming	6	na	1.17	0.00	1.00	85%	5036	0	0	1.179166
yeast.S_greedy.k_7.d_na	yeast	greedy	7	na	0.68	0.00	0.50	74%	7068	0	0	0.691468
yeast.S_greedyAC.k_7.d_na	yeast	greedyAC	7	na	0.91	0.00	0.77	85%	23140	0	0	0.917426
yeast.S_pseudosimplitigs.k_7.d_1	yeast	pseudosimplitigs	7	1	0.88	0.00	0.73	84%	16572	0	0	0.884447
yeast.S_pseudosimplitigs.k_7.d_2	yeast	pseudosimplitigs	7	2	0.90	0.00	0.75	84%	16564	0	0	0.910825
yeast.S_pseudosimplitigs.k_7.d_3	yeast	pseudosimplitigs	7	3	0.90	0.01	0.70	79%	16508	1008	0	0.913281
yeast.S_pseudosimplitigs.k_7.d_4	yeast	pseudosimplitigs	7	4	0.87	0.00	0.73	84%	16584	0	0	0.875703
yeast.S_pseudosimplitigs.k_7.d_5	yeast	pseudosimplitigs	7	5	0.93	0.03	0.69	78%	16560	0	0	0.944004
yeast.S_pseudosimplitigsAC.k_7.d_1	yeast	pseudosimplitigsAC	7	1	0.98	0.00	0.81	83%	27908	0	0	0.984837
yeast.S_pseudosimplitigsAC.k_7.d_2	yeast	pseudosimplitigsAC	7	2	1.18	0.05	0.94	83%	27940	0	0	1.192328
yeast.S_pseudosimplitigsAC.k_7.d_3	yeast	pseudosimplitigsAC	7	3	0.91	0.01	0.74	82%	27900	0	0	0.922242
yeast.S_pseudosimplitigsAC.k_7.d_4	yeast	pseudosimplitigsAC	7	4	0.91	0.01	0.76	85%	27920	0	0	0.916477
yeast.S_pseudosimplitigsAC.k_7.d_5	yeast	pseudosimplitigsAC	7	5	0.93	0.01	0.77	84%	27908	0	0	0.939535
yeast.S_streaming.k_7.d_na	yeast	streaming	7	na	1.20	0.01	1.00	84%	5280	0	0	1.205371
yeast.S_greedy.k_8.d_na	yeast	greedy	8	na	0.77	0.00	0.61	80%	13280	0	0	0.778983
